epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.21047303080558777,0.0010000000474974513,2.233415126800537,0.25550293922424316,1.8495440483093262
1,0.3125,0.0010000000474974513,1.8637266159057617,0.25647813081741333,1.8439419269561768
2,0.3009600341320038,0.0010000000474974513,1.7783403396606445,0.30078014731407166,1.896183729171753
3,0.359375,0.0010000000474974513,1.6904982328414917,0.2949289381504059,1.9009618759155273
4,0.40677255392074585,0.0010000000474974513,1.525970220565796,0.48481470346450806,1.348931074142456
5,0.390625,0.0010000000474974513,1.4263054132461548,0.48467540740966797,1.3578802347183228
6,0.4756152927875519,0.0010000000474974513,1.362405776977539,0.4704653024673462,1.3470224142074585
7,0.578125,0.0010000000474974513,1.1907742023468018,0.4687935411930084,1.3505910634994507
